date,symbol,market,interval,close,return_1d,vol_7d,max_dd_30d,volume_base,value_traded,trades_count
2025-10-15,ADAUSDC,SPOT,1h,0.6688,-0.043751787246211093,0.10076804493306095,-0.3423816952678107,56782675.5,38987109.94016,104368
2025-10-16,ADAUSDC,SPOT,1h,0.6455,-0.034838516746411474,0.10081099732508876,-0.3423816952678107,55964312.8,36966246.09683,110431
2025-10-17,ADAUSDC,SPOT,1h,0.6248,-0.032068164213787664,0.05658751527031119,-0.35018200728029125,72371613.2,44790737.85838,136925
2025-10-18,ADAUSDC,SPOT,1h,0.6344,0.015364916773367376,0.05685700972437691,-0.35018200728029125,18797913.3,11891098.42839,40721
2025-10-19,ADAUSDC,SPOT,1h,0.6531,0.02947667087011352,0.036516604863446406,-0.35018200728029125,33450340.2,21674992.78595,60433
2025-10-20,ADAUSDC,SPOT,1h,0.6627,0.014699127239319987,0.03148012100000384,-0.35018200728029125,30139609.0,20001036.71565,62147
2025-10-21,ADAUSDC,SPOT,1h,0.643,-0.029726874905688705,0.030075796200169556,-0.35018200728029125,50253195.2,33170604.63548,86105
2025-10-22,ADAUSDC,SPOT,1h,0.6239,-0.029704510108864657,0.02796349182532682,-0.35111804472178887,44898467.3,28372280.30154,82308
2025-10-23,ADAUSDC,SPOT,1h,0.6432,0.030934444622535695,0.029075250806122537,-0.35111804472178887,25534897.8,16358719.74099,57020
2025-10-24,ADAUSDC,SPOT,1h,0.6562,0.020211442786069567,0.026067881951700372,-0.35111804472178887,28824192.5,18766111.02442,64344
2025-10-25,ADAUSDC,SPOT,1h,0.6543,-0.002895458701615339,0.026042550586837573,-0.35111804472178887,13141129.799999999,8600331.76028,31653
2025-10-26,ADAUSDC,SPOT,1h,0.6813,0.04126547455295748,0.02820243490794811,-0.35111804472178887,29154893.1,19573899.36513,64127
2025-10-27,ADAUSDC,SPOT,1h,0.6671,-0.020842506971965324,0.029622396802013475,-0.35111804472178887,34294221.5,23252697.85253,85203
2025-10-28,ADAUSDC,SPOT,1h,0.646,-0.031629440863438774,0.02996152964139534,-0.35111804472178887,58736474.0,38807443.60395,118920
2025-10-29,ADAUSDC,SPOT,1h,0.6402,-0.008978328173374628,0.027323926403080966,-0.35111804472178887,45477905.7,29412884.32188,89274
2025-10-30,ADAUSDC,SPOT,1h,0.6017,-0.06013745704467355,0.03337805738394188,-0.3742069682787311,47370443.1,29148086.148649998,89819
2025-10-31,ADAUSDC,SPOT,1h,0.6088,0.01179990028253286,0.03228460146401559,-0.3742069682787311,38866499.9,23685628.06769,78550
2025-11-01,ADAUSDC,SPOT,1h,0.6127,0.006406044678055167,0.032822413548422816,-0.3742069682787311,20303389.2,12413063.33663,44162
2025-11-02,ADAUSDC,SPOT,1h,0.6107,-0.0032642402480822508,0.02482645817668259,-0.3742069682787311,24227242.8,14701691.05081,53444
2025-11-03,ADAUSDC,SPOT,1h,0.5528,-0.09480923530374985,0.03919423596384223,-0.42506500260010405,84156239.9,47626297.95035,154310
2025-11-04,ADAUSDC,SPOT,1h,0.5207,-0.05806801736613587,0.04107801134104011,-0.45845033801352053,99418207.9,52465653.37502,184327
2025-11-05,ADAUSDC,SPOT,1h,0.5453,0.04724409448818889,0.05024975233161367,-0.45845033801352053,49968367.3,26729164.32924,91547
2025-11-06,ADAUSDC,SPOT,1h,0.5316,-0.025123785072437288,0.04743180724512501,-0.45845033801352053,38655823.2,20537958.18567,69705
2025-11-07,ADAUSDC,SPOT,1h,0.5761,0.08370955605718589,0.06056331602217272,-0.45845033801352053,48712184.2,27017871.71963,103711
2025-11-08,ADAUSDC,SPOT,1h,0.5686,-0.013018573164381153,0.06033015260489937,-0.45845033801352053,29289369.3,16777708.58244,69336
2025-11-09,ADAUSDC,SPOT,1h,0.5789,0.018114667604642865,0.06120647178887064,-0.45845033801352053,26432295.6,15019047.22283,58942
2025-11-10,ADAUSDC,SPOT,1h,0.5927,0.023838314043876485,0.047377829339626115,-0.45845033801352053,31505521.5,18558770.17468,68599
2025-11-11,ADAUSDC,SPOT,1h,0.5563,-0.06141386873629151,0.048200000049037024,-0.45845033801352053,30332123.0,17469245.77913,71009
2025-11-12,ADAUSDC,SPOT,1h,0.5456,-0.019234226136976562,0.04625879415374547,-0.45845033801352053,33467754.4,18695999.430490002,67907
2025-11-13,ADAUSDC,SPOT,1h,0.5295,-0.029508797653958974,0.046698828753860666,-0.45845033801352053,37786908.5,20529261.9019,84550
2025-11-14,ADAUSDC,SPOT,1h,0.4981,-0.059301227573182236,0.03360041036059565,-0.4819552782111285,50948841.1,26232716.75029,103796
2025-11-15,ADAUSDC,SPOT,1h,0.5033,0.010439670748845664,0.03553555977349406,-0.4819552782111285,18926675.1,9588044.38553,40102
2025-11-16,ADAUSDC,SPOT,1h,0.4843,-0.037750844426783114,0.032555698732224775,-0.4963078523140926,50010000.7,24362635.10424,76350
2025-11-17,ADAUSDC,SPOT,1h,0.4659,-0.037992979558125195,0.024607826649929377,-0.5154446177847114,62998254.1,30234533.04426,95179
2025-11-18,ADAUSDC,SPOT,1h,0.4751,0.019746726765400346,0.02814953045542435,-0.5154446177847114,56794317.2,26634336.125460003,88328
2025-11-19,ADAUSDC,SPOT,1h,0.4637,-0.02399494843190908,0.028130679341543844,-0.5177327093083723,46601248.0,21328721.64483,72286
2025-11-20,ADAUSDC,SPOT,1h,0.4319,-0.06857882251455683,0.033152304630044795,-0.5508060322412897,47959928.8,21514504.87757,73888
2025-11-21,ADAUSDC,SPOT,1h,0.409,-0.05302153276221355,0.03224308352995054,-0.5746229849193968,102723951.3,42188264.33726,131869
2025-11-22,ADAUSDC,SPOT,1h,0.4046,-0.01075794621026882,0.02893252140603074,-0.5791991679667187,20646871.0,8290739.2642,41299
2025-11-23,ADAUSDC,SPOT,1h,0.4084,0.009391992090953982,0.032218947610017167,-0.5791991679667187,24123733.2,9932064.2172,39783
2025-11-24,ADAUSDC,SPOT,1h,0.4277,0.04725759059745349,0.0408328904032239,-0.5791991679667187,35096955.7,14698561.8516,60220
2025-11-25,ADAUSDC,SPOT,1h,0.4218,-0.013794715922375578,0.03846501303314252,-0.5791991679667187,23858869.3,9970970.79535,43233
2025-11-26,ADAUSDC,SPOT,1h,0.4357,0.032954006638217015,0.0423693824048687,-0.5791991679667187,20194234.4,8579413.77055,37447
2025-11-27,ADAUSDC,SPOT,1h,0.4329,-0.0064264402111543495,0.03306957532815994,-0.5791991679667187,17397338.7,7538868.18688,30014
2025-11-28,ADAUSDC,SPOT,1h,0.4202,-0.029337029337029308,0.02736453758228585,-0.5791991679667187,24476726.9,10437460.28669,48963
2025-11-29,ADAUSDC,SPOT,1h,0.4148,-0.01285102332222754,0.02756571417582209,-0.5791991679667187,10562376.7,4404776.30707,20296
2025-11-30,ADAUSDC,SPOT,1h,0.4146,-0.00048216007714552145,0.02748947239151095,-0.5791991679667187,11683549.0,4926013.68107,27927
2025-12-01,ADAUSDC,SPOT,1h,0.3859,-0.06922334780511341,0.030905182898975952,-0.5986479459178367,42356545.1,16200712.58475,72562
2025-12-02,ADAUSDC,SPOT,1h,0.4337,0.12386628660274668,0.06065789846495311,-0.5986479459178367,32149487.7,13431661.43131,54678
2025-12-03,ADAUSDC,SPOT,1h,0.4501,0.03781415725155646,0.06105105965723678,-0.5986479459178367,32285754.0,14215154.882059999,58242
2025-12-04,ADAUSDC,SPOT,1h,0.4395,-0.02355032215063324,0.06197709635384024,-0.5986479459178367,21802443.1,9737961.07999,45331
2025-12-05,ADAUSDC,SPOT,1h,0.4159,-0.053697383390216125,0.06476566011765453,-0.5986479459178367,22314634.9,9456709.22014,42566
2025-12-06,ADAUSDC,SPOT,1h,0.4139,-0.0048088482808367194,0.06456517380544101,-0.5986479459178367,10109764.5,4193789.16592,20581
2025-12-07,ADAUSDC,SPOT,1h,0.4174,0.008456148828219323,0.0646097271549745,-0.5986479459178367,24671739.1,10359151.0338,46293
2025-12-08,ADAUSDC,SPOT,1h,0.4328,0.036895064686152335,0.056914288756702375,-0.5986479459178367,27209381.099999998,11775612.26683,51381
2025-12-09,ADAUSDC,SPOT,1h,0.4698,0.08548983364140472,0.04575476978385997,-0.5986479459178367,47047191.2,21604254.07517,92666
2025-12-10,ADAUSDC,SPOT,1h,0.4537,-0.03426990208599401,0.04716415584637088,-0.5986479459178367,36103191.2,16724479.39549,76591
2025-12-11,ADAUSDC,SPOT,1h,0.4254,-0.06237601939607673,0.05264433976760712,-0.5986479459178367,48761150.7,20649465.69544,87529
2025-12-12,ADAUSDC,SPOT,1h,0.4092,-0.038081805359661436,0.05044634950346586,-0.5986479459178367,31086409.5,12927001.96997,59037
2025-12-13,ADAUSDC,SPOT,1h,0.4108,0.003910068426197455,0.050451247669276174,-0.5986479459178367,14155353.0,5824466.50226,24049
2025-12-14,ADAUSDC,SPOT,1h,0.3963,-0.035296981499513214,0.051918456172422876,-0.5986479459178367,24820054.6,9959320.83015,34578
2025-12-15,ADAUSDC,SPOT,1h,0.3882,-0.020439061317183982,0.04837995620187036,-0.5986479459178367,32180446.0,12579236.73676,53927
2025-12-16,ADAUSDC,SPOT,1h,0.3862,-0.005151983513652758,0.02225132501305772,-0.5986479459178367,24392321.1,9396376.51857,45208
2025-12-17,ADAUSDC,SPOT,1h,0.3672,-0.04919730709476944,0.02368975022493289,-0.6180967238689548,36714729.5,13870148.83594,57476
2025-12-18,ADAUSDC,SPOT,1h,0.3513,-0.04330065359477131,0.020106362869609234,-0.6346333853354134,41765833.7,15135599.25085,63008
2025-12-19,ADAUSDC,SPOT,1h,0.3765,0.07173356105892403,0.04139862822898916,-0.6346333853354134,29408800.3,10774071.36113,47206
2025-12-20,ADAUSDC,SPOT,1h,0.373,-0.009296148738379806,0.04089815712091831,-0.6346333853354134,11938307.6,4491314.0302800005,18048
2025-12-21,ADAUSDC,SPOT,1h,0.3661,-0.018498659517426352,0.03985071443340861,-0.6346333853354134,21549058.3,7869294.97705,28399
2025-12-22,ADAUSDC,SPOT,1h,0.3709,0.013111171810980649,0.04048170312573739,-0.6346333853354134,43977024.1,16312721.12239,57253
2025-12-23,ADAUSDC,SPOT,1h,0.3628,-0.021838770558101905,0.040926058245692204,-0.6346333853354134,40786187.2,14766132.86551,49368
2025-12-24,ADAUSDC,SPOT,1h,0.3565,-0.017364939360529297,0.03720905760128028,-0.6346333853354134,22460280.0,8004127.98112,31116
2025-12-25,ADAUSDC,SPOT,1h,0.3434,-0.036746143057503455,0.036110819774434755,-0.6428497139885596,29977525.8,10547875.94402,35638
2025-12-26,ADAUSDC,SPOT,1h,0.3495,0.01776354105998834,0.01952025198678573,-0.6428497139885596,26754800.3,9402753.19587,38026
2025-12-27,ADAUSDC,SPOT,1h,0.3698,0.05808297567954224,0.03247492292006188,-0.6428497139885596,16321975.1,5856386.887,26735
2025-12-28,ADAUSDC,SPOT,1h,0.3687,-0.0029745808545159624,0.031581369968782524,-0.6428497139885596,29452007.9,10858167.68496,36051
2025-12-29,ADAUSDC,SPOT,1h,0.3529,-0.04285326823976143,0.03502807508162018,-0.6428497139885596,52508883.3,19360290.95536,73965
2025-12-30,ADAUSDC,SPOT,1h,0.351,-0.005383961462170572,0.03437807193737108,-0.6428497139885596,31440149.4,11091904.83691,43250
2025-12-31,ADAUSDC,SPOT,1h,0.333,-0.05128205128205121,0.0386640145643344,-0.6536661466458658,31079381.0,10604770.5327,45874
2026-01-01,ADAUSDC,SPOT,1h,0.3561,0.06936936936936933,0.04608801841928816,-0.6536661466458658,29025958.5,10034705.41074,42833
2026-01-02,ADAUSDC,SPOT,1h,0.3948,0.10867733782645317,0.06048329360289118,-0.6536661466458658,60603972.7,22629083.25313,91475
2026-01-03,ADAUSDC,SPOT,1h,0.3893,-0.013931104356636248,0.05884807088032998,-0.6536661466458658,21385953.3,8333143.5728400005,40066
2026-01-04,ADAUSDC,SPOT,1h,0.4007,0.029283329052145035,0.059034799152180774,-0.6536661466458658,27885149.3,11130654.68552,53836
2026-01-05,ADAUSDC,SPOT,1h,0.4212,0.05116046917893691,0.05463099503807616,-0.6536661466458658,42799421.9,17513533.46562,83317
2026-01-06,ADAUSDC,SPOT,1h,0.4193,-0.00451092117758789,0.05454609374077543,-0.6536661466458658,47972424.6,20061299.258249998,88824
2026-01-07,ADAUSDC,SPOT,1h,0.4019,-0.04149773431910331,0.05228526710722663,-0.6536661466458658,33365081.6,13606248.73409,61755
2026-01-08,ADAUSDC,SPOT,1h,0.3954,-0.016173177407315276,0.05108705128308568,-0.6536661466458658,36573646.5,14411939.12537,63764
2026-01-09,ADAUSDC,SPOT,1h,0.391,-0.011127971674253834,0.031064975771525713,-0.6536661466458658,27962037.3,11040536.97442,54911
2026-01-10,ADAUSDC,SPOT,1h,0.3881,-0.007416879795396403,0.03070754365874919,-0.6536661466458658,9778409.3,3800891.06764,25124
2026-01-11,ADAUSDC,SPOT,1h,0.3907,0.006699304303014575,0.028196923005248908,-0.6536661466458658,24459078.9,9565882.94805,41993
2026-01-12,ADAUSDC,SPOT,1h,0.386,-0.012029690299462437,0.01480114760686894,-0.6536661466458658,27702527.7,10849052.37965,57142
2026-01-13,ADAUSDC,SPOT,1h,0.4217,0.09248704663212437,0.04260051435473939,-0.6536661466458658,51840470.5,21085864.11871,84470
2026-01-14,ADAUSDC,SPOT,1h,0.4144,-0.017310884515058134,0.039385378774847456,-0.6536661466458658,44852564.9,18834695.23274,77220
2026-01-15,ADAUSDC,SPOT,1h,0.3936,-0.050193050193050204,0.04423634149016238,-0.6536661466458658,31661292.8,12677233.68411,59386
2026-01-16,ADAUSDC,SPOT,1h,0.3954,0.004573170731707155,0.04396592930105673,-0.6536661466458658,23381637.4,9103880.65468,46778
2026-01-17,ADAUSDC,SPOT,1h,0.3973,0.004805260495700514,0.04375320977905243,-0.6536661466458658,13343636.4,5316032.784940001,28934
2026-01-18,ADAUSDC,SPOT,1h,0.3757,-0.054366977095393954,0.04894000041684228,-0.6536661466458658,16869677.9,6550776.57658,37611
2026-01-19,ADAUSDC,SPOT,1h,0.3702,-0.014639339898855463,0.0490161196789738,-0.6536661466458658,44213633.0,16151234.09917,76431
2026-01-20,ADAUSDC,SPOT,1h,0.3504,-0.05348460291734192,0.02656240188739487,-0.6536661466458658,46420667.3,16637259.71652,65237
2026-01-21,ADAUSDC,SPOT,1h,0.3657,0.04366438356164393,0.037540529903026594,-0.6536661466458658,33526306.9,12056524.00508,60929
2026-01-22,ADAUSDC,SPOT,1h,0.3591,-0.018047579983593298,0.03467308524906462,-0.6536661466458658,17578892.0,6361561.69908,32336
2026-01-23,ADAUSDC,SPOT,1h,0.3599,0.002227791701475912,0.034491469467528846,-0.6536661466458658,20426176.0,7367447.94869,37677
2026-01-24,ADAUSDC,SPOT,1h,0.3579,-0.005557099194220649,0.033824127762323096,-0.6536661466458658,7026707.899999999,2522106.19686,13909
2026-01-25,ADAUSDC,SPOT,1h,0.3388,-0.05336686225202569,0.033628295251292885,-0.6536661466458658,28725933.9,9875099.10485,42602
2026-01-26,ADAUSDC,SPOT,1h,0.3519,0.038665879574970585,0.03909574810347037,-0.6536661466458658,24541901.3,8591941.02606,40540
2026-01-27,ADAUSDC,SPOT,1h,0.3603,0.023870417732310356,0.034253088351746654,-0.6536661466458658,20352898.3,7209786.58244,33551
2026-01-28,ADAUSDC,SPOT,1h,0.3579,-0.006661115736885992,0.02963089231669515,-0.6536661466458658,21721192.3,7788159.26523,37795
2026-01-29,ADAUSDC,SPOT,1h,0.3341,-0.0664990220732048,0.038226905065395146,-0.6536661466458658,39762836.9,13443503.65662,58917
2026-01-30,ADAUSDC,SPOT,1h,0.3203,-0.04130499850344216,0.039498662637700556,-0.6668746749869996,66967887.9,21717979.15235,110237
2026-01-31,ADAUSDC,SPOT,1h,0.2934,-0.08398376522010609,0.04658439088887355,-0.6948517940717629,141360159.7,42572890.168850005,178652
2026-02-01,ADAUSDC,SPOT,1h,0.2856,-0.026584867075664542,0.04513916322380097,-0.7029641185647426,43196199.4,12575597.45974,68863
2026-02-02,ADAUSDC,SPOT,1h,0.2989,0.04656862745098023,0.047005029563413125,-0.7029641185647426,50442056.5,14670811.92909,92602
2026-02-03,ADAUSDC,SPOT,1h,0.2914,-0.02509200401472067,0.04244900517604075,-0.7029641185647426,53858587.5,15910168.24899,86983
2026-02-04,ADAUSDC,SPOT,1h,0.2858,-0.019217570350034352,0.04160059319283856,-0.7029641185647426,55209815.2,16026876.55669,80204
2026-02-05,ADAUSDC,SPOT,1h,0.2451,-0.14240727781665496,0.05878084937626707,-0.7450858034321373,104339375.7,27370098.74414,165344
2026-02-06,ADAUSDC,SPOT,1h,0.276,0.12607099143206857,0.08648873072682155,-0.7450858034321373,119245199.3,30584718.744319998,159697
2026-02-07,ADAUSDC,SPOT,1h,0.272,-0.01449275362318847,0.08146932322081951,-0.7450858034321373,54622185.4,14860891.857689999,75914
2026-02-08,ADAUSDC,SPOT,1h,0.27,-0.007352941176470562,0.08105660890131146,-0.7450858034321373,17896237.2,4867317.46786,31601
2026-02-09,ADAUSDC,SPOT,1h,0.2699,-0.0003703703703705763,0.07794872556660572,-0.7450858034321373,28753105.5,7691639.53692,39381
2026-02-10,ADAUSDC,SPOT,1h,0.2638,-0.022600963319748035,0.07788378767220326,-0.7450858034321373,14621658.399999999,3860834.54969,20174
2025-08-14,AVAXUSDC,SPOT,1h,23.68,,,,209039.09,4933472.8538,14060
2025-08-15,AVAXUSDC,SPOT,1h,23.78,0.004222972972973027,,,918414.01,22366238.1932,59674
2025-08-16,AVAXUSDC,SPOT,1h,24.32,0.02270815811606397,,,350884.09,8403700.8265,25014
2025-08-17,AVAXUSDC,SPOT,1h,25.08,0.03125,0.013814999833901316,,482169.24,12049185.4988,36442
2025-08-18,AVAXUSDC,SPOT,1h,23.7,-0.055023923444976086,0.03888100053156333,-0.055023923444976086,761461.69,18203752.0308,50368
2025-08-19,AVAXUSDC,SPOT,1h,22.36,-0.056540084388185696,0.04232175396223758,-0.10845295055821369,708219.66,16322886.6113,55100
2025-08-20,AVAXUSDC,SPOT,1h,23.45,0.048747763864043,0.04496050157526942,-0.10845295055821369,471375.24,10820636.8388,31991
2025-08-21,AVAXUSDC,SPOT,1h,22.76,-0.02942430703624721,0.042447778666630534,-0.10845295055821369,501519.04,11551196.133499999,31201
2025-08-22,AVAXUSDC,SPOT,1h,25.24,0.10896309314586983,0.060715245250204865,-0.10845295055821369,855453.3,20597055.0542,54185
2025-08-23,AVAXUSDC,SPOT,1h,26.24,0.03961965134706813,0.06163025029637755,-0.10845295055821369,917602.48,23764526.7139,62624
2025-08-24,AVAXUSDC,SPOT,1h,25.83,-0.015625,0.061801455321979414,-0.10845295055821369,801916.09,20639993.3147,51506
2025-08-25,AVAXUSDC,SPOT,1h,23.35,-0.09601238869531536,0.0699334169109755,-0.11013719512195108,662980.08,15988545.6539,47320
